1022500713333	8405110
1132543003867	5129472
1094101003710	797545
1062510000035	4027106
1022500579750	2602474
1037702023831	883956
1047796365760	486039
1062536050345	1855057
1026500000042	1781433
1042504382931	2187420
1106501003718	8709173
1112537003534	8785035
1066501068853	1721802
1042501251418	2560037
1116501002353	7243294
1062503010173	195108
1082722012119	3072899
1022500576009	9450630
1051401746769	3087296
1042504382942	4817642
1022700711384	9486520
1022700919152	69112
1047707030513	86496
1052501115039	3507891
1092540001421	2908851
1022500821034	9397145
1036500601928	6115872
1022500674866	3543622
1024101024078	778754
1097746425370	3212170
1037739085636	357756
1132511001710	9220346
1064912003826	4381028
1052504398484	3379587
1102503000841	1057268
1052501627969	3642952
1132543003867	5129472
1092540004424	805333
1024101015949	8186358
1066505000209	4675180
1072540005724	649498
1072801008928	2417931
1026500000031	3613887
1072723005079	2046033
1026500000141	3448672
1062703017156	4044587
1022800516771	9324550
1024101024078	778754
1022701195802	9475203
1022500696965	965465
1054900023595	3852803
1044100663507	5343741
1022500869709	9443141
1092722003395	1766575
1047707030513	86496
1112722008519	1044800
1024900968949	7974669
1084101005592	2973349
1022800520588	646542
1037702023831	883956
1024101215082	1782392
1076501004095	4814218
1027700132195	86225
1022700711989	5527336
1062508040385	4187894
1036500621222	1973207
1092508002817	391329
1084141001977	2239056
1084141001262	7434480
1082502000239	7635643
1037739085636	357756
1126501008204	6833720
1022501897384	9669142
1102721006288	7070826
1052504398484	3379587
1037700255284	15830
1022500577175	2567724
1022701192667	9380142
1132503000024	5282933
1132543003867	5129472
1036504202943	5971922
1022501284970	3294157
1032700332587	327485
1122721011390	4920338
1092536003812	518723
1089847219912	2482766
1022800000112	4149013
1044100664167	5438470
1024101215797	8015901
1022700926038	9454399
1024101024078	778754
1092537001831	3142903
1027700198767	42455
1092511004420	806044
1022700516794	9472802
1051401746769	3087296
1104101000266	221574
1037700255284	15830
1046500632420	3534383
1136509000022	9515856
1092722003868	3026868
1056500776397	3513508
1027739431730	373286
1026500535951	5774727
1022700921022	9585177
1024101024408	5552802
1076501002005	2287093
1042503712514	3468282
1052502154176	3511622
1042700134586	3425649
1052504398484	3379587
1132543003867	5129472
1047796859791	82454
1057900070095	4374890
1022501905909	9353274
1042504382942	4817642
1102808000096	1721991
1061402004751	4070710
1027739456084	315433
1042800189673	3565324
1106501008844	7378270
1052800295129	3460067
1022700913377	3321054
1082536000117	677491
1042800026378	2614492
1069671052868	2140488
1026500521497	3142535
1047707030513	86496
1022800520786	9499265
1046500632420	3534383
1022501302955	19862
1082537002085	2395511
1022700930174	9605497
1032501280602	272873
1056500776397	3513508
1122537001839	6102851
1042800037411	3404716
1082537005572	2377450
1022800518102	2130917
1052504398484	3379587
1033801436371	7432097
1022500713333	8405110
1062536000273	4126141
1027739019142	222239
1082536006607	2472299
1032700332587	327485
1042700152857	3379491
1072721021020	467694
1032500003370	1836874
1025900913884	4987122
1084141000184	3093512
1110720000698	1002624
1051401746769	3087296
1092536003812	518723
1092511003397	578926
1047707030513	86496
1072721001660	2766786
1062827000390	4461003
1046500632420	3534383
1031801951488	8486331
1082703001083	425337
1142540003737	5050415
1052740255358	1810355
1056500776397	3513508
1037739877295	4206
1024101031580	8113503
1042800256498	3644361
1027700485757	7026953
1052504398484	3379587
1022500713333	8405110
1132543003867	5129472
1022800520588	646542
1042800037411	3404716
1052503142075	2217746
1036506400424	2659646
1072540005724	649498
1052504417580	3578377
1112508007765	796389
1032700332587	327485
1112540009185	8679966
1102506000266	455872
1042800259743	3480704
1078706000460	4821709
1022501899177	864703
1026501100680	359147
1112536012820	5995513
1024900968949	7974669
1102539003533	9521948
1072721021020	467694
1051401746769	3087296
1024900962272	7822605
1022500861316	2591456
1122801001487	3310578
1022701285419	9447091
1072721001660	2766786
1022502277731	9421023
1122721000500	6401648
1097746772738	1220479
1112536020717	5978803
1022502274970	9294533
1032501280602	272873
1042501100267	3448154
1022500854804	8405205
1022502256127	34044
1072500000671	3254709
1052503717408	3681207
1076501003633	2426625
1022500639963	1797170
1026500520364	131061
1052504398484	3379587
1022500704820	9341645
1022500713333	8405110
1024101224421	2703063
1072540005724	649498
1022501284970	3294157
1102538002445	8901777
1087746829994	18502
1022501312041	8416432
1097901001593	1850250
1051401746769	3087296
1046500615413	3651044
1062536000273	4126141
1102721007322	768874
1102724000510	6996322
1056500776397	3513508
1022700921022	9585177
1024101031580	8113503
1022501307971	8516797
1024101224916	8087022
1052800111308	3670325
1022700524175	9522381
1032700315944	5632929
1022701190445	2085291
1042800173074	3636080
1022500699704	2760368
1024101226093	7961686
1046502606754	3485037
1022701288642	9420516
1022501302955	19862
1022800512459	9481434
1026500535951	5774727
1046500652065	3616941
1112721000732	8716885
1042800037587	3404715
1034100682440	6129719
1112508008964	760175
1026500886906	5684605
1046500632420	3534383
1022700858498	9402813
1042700170116	3653114
1042700170127	3468421
1022700519786	9461643
1032700314327	5391914
1027601271103	4598224
1027700485757	7026953
1032700332587	327485
1022500713333	8405110
1051401746769	3087296
1027900512452	988239
1086501004567	2435891
1022800713242	9389888
