37050747	1082722012119
37050747	1097746425370
37050749	1132543003867
37050749	1052504398484
37050753	1116501002353
37050753	1066501068853
37050753	1106501003718
37050753	1036500601928
37050759	1064912003826
37050759	1047707030513
37050761	1026500000042
37050763	1042501251418
37050763	1092540001421
37050763	1047796365760
37050763	1037739085636
37050765	1102503000841
37050765	1022500579750
37050767	1022500674866
37050769	1112537003534
37050771	1052501115039
37050771	1022500576009
37050773	1132543003867
37050773	1052504398484
37050779	1022500821034
37050779	1062510000035
37050783	1132543003867
37050783	1052504398484
37050785	1062536050345
37050785	1052504398484
37050787	1132543003867
37050787	1052504398484
37050789	1037702023831
37050789	1022700711384
37050791	1132511001710
37050791	1042504382942
37050793	1051401746769
37050793	1022700919152
37050795	1132543003867
37050795	1052504398484
37050799	1132543003867
37050799	1052504398484
37050801	1132543003867
37050801	1052504398484
37050803	1062503010173
37050803	1042504382931
37050807	1062536050345
37050807	1022500713333
37050811	1052504398484
37050813	1094101003710
37050817	1024101024078
37050817	1084101005592
37050821	1066505000209
37050821	1126501008204
37050823	1132543003867
37050823	1052504398484
37050825	1022700711989
37050825	1027700132195
37050825	1047707030513
37050827	1022501897384
37050827	1072540005724
37050829	1102721006288
37050829	1022500696965
37050829	1022500696965
37050829	1092508002817
37050831	1037702023831
37050831	1062508040385
37050833	1092540004424
37050833	1052504398484
37050835	1022500869709
37050835	1072723005079
37050837	1022800520588
37050837	1037739085636
37050837	1022800516771
37050837	1072801008928
37050839	1047707030513
37050839	1062703017156
37050841	1022501897384
37050841	1072540005724
37050843	1052501627969
37050847	1082502000239
37050847	1082502000239
37050849	1026500000031
37050849	1036500621222
37050849	1026500000141
37050851	1024101215082
37050851	1024101015949
37050851	1112722008519
37050851	1084141001977
37050853	1076501004095
37050855	1044100663507
37050857	1022701195802
37050859	1024101024078
37050859	1084141001262
37050861	1054900023595
37050861	1024900968949
37050865	1092722003395
37050865	1126501008204
37050865	1037700255284
37050867	1132543003867
37050867	1052504398484
37050869	1022800000112
37050869	1022700921022
37050875	1046500632420
37050875	1056500776397
37050879	1022501284970
37050879	1022500577175
37050879	1132503000024
37050883	1024101215797
37050883	1044100664167
37050885	1051401746769
37050885	1022700926038
37050887	1046500632420
37050887	1056500776397
37050889	1076501002005
37050889	1136509000022
37050891	1022701192667
37050891	1022700516794
37050893	1089847219912
37050893	1122721011390
37050893	1089847219912
37050895	1046500632420
37050895	1056500776397
37050897	1132543003867
37050897	1052504398484
37050899	1046500632420
37050899	1056500776397
37050901	1037700255284
37050901	1042700134586
37050905	1092537001831
37050905	1042503712514
37050907	1024101024408
37050907	1024101024078
37050909	1052502154176
37050909	1092511004420
37050911	1046500632420
37050911	1056500776397
37050915	1027739431730
37050917	1104101000266
37050919	1036504202943
37050919	1026500535951
37050921	1046500632420
37050921	1056500776397
37050923	1051401746769
37050923	1032700332587
37050925	1092536003812
37050927	1092722003868
37050929	3054101090000
37050931	1046500632420
37050931	1056500776397
37050933	1027700198767
37050935	1047707030513
37050937	1057900070095
37050937	1033801436371
37050937	1057900070095
37050939	1052800295129
37050939	1042800189673
37050939	1042800037411
37050941	1022501302955
37050941	1032501280602
37050943	1132543003867
37050943	1052504398484
37050945	1046500632420
37050945	1056500776397
37050947	1132543003867
37050947	1052504398484
37050949	1022501905909
37050949	1122537001839
37050951	1061402004751
37050951	1102808000096
37050953	1046500632420
37050953	1056500776397
37050955	1022700930174
37050955	1026500521497
37050957	1046500632420
37050957	1056500776397
37050959	1027739456084
37050961	1042800026378
37050961	1042800189673
37050963	1022800518102
37050963	1022800520786
37050965	1082536000117
37050965	1047796859791
37050965	1042504382942
37050969	1046500632420
37050969	1056500776397
37050971	1046500632420
37050971	1056500776397
37050973	1022700913377
37050975	1046500632420
37050975	1056500776397
37050977	1046500632420
37050977	1056500776397
37050979	1069671052868
37050979	1106501008844
37050981	1082537002085
37050981	1082537005572
37050983	1046500632420
37050983	1056500776397
37050985	1046500632420
37050985	1056500776397
37050987	1027700485757
37050989	1032500003370
37050989	1092536003812
37050989	1142540003737
37050993	1027739019142
37050993	1042700152857
37050993	1047707030513
37050995	1031801951488
37050995	1022500713333
37050995	1025900913884
37050997	1082703001083
37050997	1072721021020
37050999	1046500632420
37050999	1056500776397
37051001	1046500632420
37051001	1056500776397
37051003	1046500632420
37051003	1056500776397
37051005	1084141000184
