3934	75404	75.11.31	84.11.3
7555337	12300	51.47	None
9439314	12300	None	None
9401951	75104	75.11.4	84.11.4
4789721	12247	27.41	24.41
5341030	12300	70.20	68.20
2098888	12300	None	None
9484738	12300	None	None
994816	75104	75.24.2	None
1855057	12267	63.40	52.29
9585177	75104	75.11.2	84.11.2
649498	75204	75.11.8	84.11.8
357756	75104	75.11.4	84.11.4
8557146	75204	75.11.21	84.11.21
3379587	75104	75.11	None
8405110	75104	75.11.4	None
4920199	75404	75.11.31	84.11.3
4622084	75104	75.11.12	84.11.12
5392800	75103	75.30	84.30
8450931	12300	71.22	77.34
3405967	12300	51.19	46.19
7475782	12300	05.0	03.1
9507565	12300	None	None
2073084	12267	40.3	35.3
7502989	12300	70.32.1	68.32.1
9405072	12300	41.00	36.00
149729	65241	05.01	03.1
6542	75404	75.11.31	None
86496	75104	75.1	84.1
6854128	12300	51.53.24	46.73.6
4461003	12300	01.11.1	01.11.1
2908851	75204	75.11.21	84.11.21
3644361	12300	01.11.1	01.11.1
3845803	12300	52.25	47.25
1855057	12267	63.40	52.29
4094369	65243	40.30	35.30
3145311	12300	71.32	None
4143046	75404	75.11.32	84.11.35
6179909	12300	28.1	25.1
2335179	12247	27.14	24.10.2
7108802	12300	29.23	28.25
7986413	75104	None	None
796389	12267	None	10.20
442519	12300	45.22	None
2218240	12300	15.20	10.20
7275073	12300	45.2	41.2
994816	75104	75.24.2	None
6310753	12300	None	46.49
3861263	75203	70.32.1	68.32.1
8494354	12300	None	None
4770715	12267	01.24	01.47
4455281	12300	None	None
922275	12247	65.12	None
6424601	75401	80.10.1	85.11
765461	12300	02.01.1	None
3653114	75104	75.11	84.11
393289	12300	01.2	01.4
3529618	75104	75.11.13	84.11.13
2757831	75104	75.24.1	84.24
2061159	12300	70.32	68.32
7961785	12300	None	None
5711162	75104	75.2	84.2
8405110	75104	75.11.4	None
2978887	12300	13.20.41	None
5560558	12300	93.02	96.02
649498	75204	75.11.8	84.11.8
2209897	12300	20.10	16.10
9412764	12267	55.11	None
2187420	75104	75.11.12	84.11.12
9362183	12300	10.20	None
805333	75104	75.11.8	None
9324665	75204	75.11.21	84.11.21
8416432	75104	75.11.4	None
86496	75104	75.1	84.1
9309314	12300	None	None
2097086	12300	None	None
3622067	75104	75.1	84.1
9332360	12300	05.01.1	03.11
272873	75404	75.11.31	84.11.3
770469	12300	None	None
4303672	12300	51.18.26	35.14
1008350	12300	51.47.37	46.49.49
9585177	75104	75.11.2	84.11.2
1019360	12300	40.30.4	35.30.4
4206	12247	None	49.10
3670325	12247	40.10.2	35.12
3379587	75104	75.11	None
467698	75404	75.11.32	None
899234	12300	51.64	46.66
4784368	75104	75.11.11	84.11.11
8503088	65242	40.10	35.11
9241266	75104	75.11.4	None
7279548	12300	None	46.49
4025314	12300	51.18.26	35.14
2877951	12300	50.20.1	45.20.1
8556971	75204	75.11.21	84.11.21
7709691	12247	45.2	41.2
1876227	12300	None	46.38.2
9324996	75104	75.23.4	84.23.4
6938411	75104	75.11.12	84.11.12
9358361	12300	74.40	73.11
848591	65243	60.21.1	49.31.2
809477	12300	50.10	45.1
2059487	12247	65.12	64.19
8478750	75104	75.23.32	None
9401951	75104	75.11.4	84.11.4
9343966	12247	40.10.2	35.12
9375354	12300	02.01.1	02.20
5400191	12247	40.20.2	35.22
357756	75104	75.11.4	84.11.4
3551114	75104	75.1	84.1
975575	12300	70.32	68.32
3221577	65243	40.30	35.30
6990198	12300	70.32	68.32
3216187	75104	75.11.13	84.11.13
4987898	65243	40.30	35.30
2207463	12300	None	80.10
5914888	12300	63.22	52.22
4044666	12267	None	None
5445663	75404	75.11.31	84.11.3
3087296	12267	None	35.11.1
9357839	75201	None	91.01
86496	75104	75.1	84.1
3934	75404	75.11.31	84.11.3
715412	12300	70.32.1	68.32.1
4010534	75104	75.12	84.12
5971922	12300	50.10	45.1
4206	12247	None	49.10
9585177	75104	75.11.2	84.11.2
3789570	75104	75.11.12	None
2191639	12300	None	79.1
3403620	75104	75.11.12	84.11.12
327485	75404	75.11.31	84.11.3
6162876	12300	45.2	41.2
6213335	12300	45.1	43.12
3382707	12300	45.21	41.20
109756	75404	75.11.32	84.11.35
778754	12247	40.10.11	35.11.1
2045113	12267	45.21	None
5774727	75104	75.11.4	None
3357121	14154	05.01.11	03.11
8329484	12300	45.2	41.2
8557146	75204	75.11.21	84.11.21
6972335	12300	51.51	None
3313951	75104	75.1	None
2972895	12300	51.51	None
883956	65241	63.22	None
8619564	None	None	None
8517180	12300	60.24	None
2334180	75404	75.11.31	84.11.3
936571	75104	75.11.4	84.11.4
7599414	12267	61.20	50.30
8685566	75404	75.14	84.11
2499819	14154	None	None
8751165	12300	45.2	41.2
2098888	12300	None	None
209164	12267	63.11.1	52.24.1
3635176	12300	15.91	11.01.1
6990198	12300	70.32	68.32
8015901	65243	None	None
9302330	75204	75.11.21	None
2095042	75404	75.11.31	None
1836874	20210	None	None
5438470	75104	75.11.12	84.11.12
8552334	12267	None	None
768050	75104	75.11.12	84.11.12
5555126	12300	None	None
239737	12267	05.01.11	03.11
8416432	75104	75.11.4	None
3614009	12300	51.19	None
3087296	12267	None	35.11.1
272873	75404	75.11.31	84.11.3
797545	75404	75.11.31	84.11.3
3934	75404	75.11.31	84.11.3
7194591	12300	45.2	41.2
6775019	12300	45.45	43.39
2179027	12267	45.2	41.2
2660127	12300	63.22	52.22
8087019	65243	40.30.14	35.30.14
2287093	75104	75.11.13	84.11.13
75986	75404	75.11.31	84.11.3
1209192	75401	74.11	69.10
7818537	65242	None	None
2984901	12267	70.20.2	68.20.2
3507951	12300	74.11	69.10
327485	75404	75.11.31	84.11.3
9547905	75104	None	None
1102085	75404	75.11.31	84.11.3
19862	75404	75.11.31	84.11.3
9306556	20716	70.32	68.32
5437579	75104	75.24.1	None
3696460	12267	60.21	49.31
5527970	75104	75.1	84.1
964895	65243	14.11	None
9419716	75104	75.30	84.30
7026953	75103	70.32.3	68.32
5859973	12300	None	None
2772699	12300	60.21.13	None
5310104	75104	75.11.4	84.11.4
2073084	12267	40.3	35.3
3246369	75104	75.24.1	84.24
2286422	12300	None	41.2
357756	75104	75.11.4	84.11.4
8557146	75204	75.11.21	84.11.21
3587011	12300	None	69.10
8434111	12300	None	None
69112	75204	None	None
1933300	12267	None	42.11
130607	12247	63.23.4	52.23.19
3126930	None	51.56.4	35.14
8551661	12300	51.7	None
5365050	75204	75.11.21	84.11.21
649498	75204	75.11.8	84.11.8
3756544	12300	45.21.1	41.20
3126931	12247	70.32	68.32
327485	75404	75.11.31	84.11.3
7986413	75104	None	None
6959071	12300	29.11.9	33.12
9302330	75204	75.11.21	None
1136928	None	70.20	None
805333	75104	75.11.8	None
3450400	20101	None	None
768050	75104	75.11.12	84.11.12
2095042	75404	75.11.31	None
1788178	None	45.21.3	42.21
827066	75404	75.11.31	84.11.3
1597177	12247	None	None
9249974	12267	05.01.1	03.11
3087296	12267	None	35.11.1
518723	75404	75.11.31	84.11.3
3537290	12300	45.24	42.91
8557146	75204	75.11.21	84.11.21
221574	75404	75.11.3	84.11.3
4230973	None	62.10	None
5515606	12247	None	None
5392040	20102	70.32.1	68.32.1
8587484	12300	70.20.2	68.20.2
5417233	65242	None	None
339910	12300	51.38.1	46.38.1
9333796	12247	45.31	43.21
1453936	75103	None	85.22
975575	12300	70.32	68.32
5543677	12300	70.32	68.32
3246369	75104	75.24.1	84.24
5774727	75104	75.11.4	None
9486622	65243	35.12	None
386706	12300	61.10	None
151512	12300	None	41.2
117124	12300	51.70	46.90
805333	75104	75.11.8	None
6379421	12300	50.10.1	45.11.1
468442	65242	None	36.0
5392800	75103	75.30	84.30
9412764	12267	55.11	None
3424282	75104	75.11.12	84.11.12
3126931	12247	70.32	68.32
1031393	12247	15.5	10.5
8451191	12300	51.1	None
952942	12267	65.12	64.19
5484864	12300	70.20.2	68.20.2
5515606	12247	None	None
9537559	12300	45.21.1	41.20
86496	75104	75.1	84.1
15830	75104	75.22	84.22
588763	65241	45.2	41.2
7098391	12300	51.38.1	46.38.1
4395152	75404	75.11.31	None
1453936	75103	None	85.22
3448154	65242	None	36.00
4206	12247	None	49.10
469051	12300	51.38	46.38
2256509	12300	70.32.1	68.32.1
7662637	12300	45.21	None
4479718	12300	90.00.2	38.1
4410337	12300	51.57	46.77
5085973	12300	50.50	47.30
6099059	None	75.11.8	None
904669	12300	50.1	45.1
965465	12267	63.40	None
1712682	75404	75.11.31	84.11.3
2217272	12300	74.15.2	70.10.2
2680527	None	60.1	None
3165963	12300	15.20	10.20
6126779	12300	71.2	77.3
922275	12247	65.12	None
8785035	12300	51.1	46.1
3468421	75104	75.11.12	84.11.12
86225	12247	None	None
2472937	75404	75.11.31	84.11.3
3949883	75104	75.11.12	None
339354	12300	None	35.1
391329	12267	63.11	52.24
2303261	12247	65.12	64.19
9498973	12247	70.20.2	68.20.2
4736428	12300	74.20.1	71.11.1
8405110	75104	75.11.4	None
5904164	12300	None	41.20
86496	75104	75.1	84.1
975575	12300	70.32	68.32
7067214	12247	None	25.1
770469	12300	None	None
